Id,Label,timeset,Cluster,pageranks
Nymphaea elegans,Nymphaea elegans,,0,0.000016
Hevea brasiliensis,Hevea brasiliensis,,0,0.000108
Paralichthys lethostigma,Paralichthys lethostigma,,1,0.000015
Synodus foetens,Synodus foetens,,1,0.000019
Citharichthys spilopterus,Citharichthys spilopterus,,1,0.000015
Farfantepenaeus aztecus,Farfantepenaeus aztecus,,1,0.000058
Ampelisca abdita,Ampelisca abdita,,1,0.000021
Pogonias cromis,Pogonias cromis,,1,0.000016
Anomalocardia puella,Anomalocardia puella,,1,0.000015
Bittiolum varium,Bittiolum varium,,1,0.000015
Haminoea antillarum,Haminoea antillarum,,1,0.000014
Raeta plicatella,Raeta plicatella,,1,0.000014
Brachidontes exustus,Brachidontes exustus,,1,0.000028
Texadina barretti,Texadina barretti,,1,0.000014
Rhizoprionodon terraenovae,Rhizoprionodon terraenovae,,1,0.000014
Brevoortia patronus,Brevoortia patronus,,1,0.000033
Chloroscombrus chrysurus,Chloroscombrus chrysurus,,1,0.000022
Bagre marinus,Bagre marinus,,1,0.00002
Carcharhinus limbatus,Carcharhinus limbatus,,1,0.000014
Bairdiella chrysoura,Bairdiella chrysoura,,1,0.000019
Peprilus burti,Peprilus burti,,1,0.000017
Menticirrhus americanus,Menticirrhus americanus,,1,0.000015
Cynoscion arenarius,Cynoscion arenarius,,1,0.000016
Membras martinica,Membras martinica,,1,0.000016
Polymesoda floridana,Polymesoda floridana,,1,0.000014
Saccella acuta,Saccella acuta,,1,0.000014
Lyonsia hyalina,Lyonsia hyalina,,1,0.000014
Arcuatula papyria,Arcuatula papyria,,1,0.000014
Turbonilla interrupta,Turbonilla interrupta,,1,0.000014
Sayella hemphillii,Sayella hemphillii,,1,0.000014
Schwartziella catesbyana,Schwartziella catesbyana,,1,0.000014
Acteocina canaliculata,Acteocina canaliculata,,1,0.000014
Japonactaeon punctostriatus,Japonactaeon punctostriatus,,1,0.000014
Meioceras nitidum,Meioceras nitidum,,1,0.000014
Cerithideopsis pliculosa,Cerithideopsis pliculosa,,1,0.000014
Cerithium lutosum,Cerithium lutosum,,1,0.000015
Crepidula convexa,Crepidula convexa,,1,0.000016
Boonea bisuturalis,Boonea bisuturalis,,1,0.000014
Olivella minuta,Olivella minuta,,1,0.000014
Olivella watermani,Olivella watermani,,1,0.000014
Rynchops niger,Rynchops niger,,1,0.000015
Trachinotus carolinus,Trachinotus carolinus,,1,0.000017
Anchoa mitchilli,Anchoa mitchilli,,1,0.000065
Fundulus similis,Fundulus similis,,1,0.000033
Menidia peninsulae,Menidia peninsulae,,1,0.000015
Adinia xenica,Adinia xenica,,1,0.000038
Eleocharis quadrangulata,Eleocharis quadrangulata,,0,0.000017
Typha angustifolia,Typha angustifolia,,0,0.000077
Schoenoplectus pungens,Schoenoplectus pungens,,0,0.000014
Spartina alterniflora,Spartina alterniflora,,1,0.000038
Phragmites australis ex,Phragmites australis ex,,0,0.000134
Bacopa monnieri,Bacopa monnieri,,0,0.000016
Grus americana,Grus americana,,1,0.000014
Caretta caretta,Caretta caretta,,1,0.000023
Virgularia presbytes,Virgularia presbytes,,1,0.000014
Anomalocera ornata,Anomalocera ornata,,1,0.000014
Pontella meadii,Pontella meadii,,1,0.000014
Myrophis punctatus,Myrophis punctatus,,1,0.000025
Ameritella mitchelli,Ameritella mitchelli,,1,0.000014
Pachygrapsus transversus,Pachygrapsus transversus,,1,0.000036
Stomolophus meleagris,Stomolophus meleagris,,1,0.000027
Kogia sima,Kogia sima,,1,0.000014
Aristaeomorpha foliacea,Aristaeomorpha foliacea,,1,0.000014
Neognathophausia ingens,Neognathophausia ingens,,1,0.000018
Tursiops truncatus,Tursiops truncatus,,1,0.000014
Cynoscion regalis,Cynoscion regalis,,1,0.000015
Aetobatus narinari,Aetobatus narinari,,1,0.000014
Centropomus undecimalis,Centropomus undecimalis,,1,0.000014
Sphyrna zygaena,Sphyrna zygaena,,1,0.000014
Istiophorus platypterus,Istiophorus platypterus,,1,0.000015
Megalops atlanticus,Megalops atlanticus,,1,0.000014
Archosargus probatocephalus,Archosargus probatocephalus,,1,0.000016
Ziphius cavirostris,Ziphius cavirostris,,1,0.000014
Mangifera indica,Mangifera indica,,0,0.000971
Orthopristis chrysoptera,Orthopristis chrysoptera,,1,0.000027
Alpheus heterochaelis,Alpheus heterochaelis,,1,0.000027
Nereis pelagica,Nereis pelagica,,1,0.000034
Scomberomorus maculatus,Scomberomorus maculatus,,1,0.000015
Scomberomorus cavalla,Scomberomorus cavalla,,1,0.000016
Dormitator maculatus,Dormitator maculatus,,1,0.000026
Opisthonema oglinum,Opisthonema oglinum,,1,0.000026
Urophycis floridana,Urophycis floridana,,1,0.000014
Paralichthys albigutta,Paralichthys albigutta,,1,0.000014
Gobiosoma robustum,Gobiosoma robustum,,1,0.000017
Epinephelus morio,Epinephelus morio,,1,0.000014
Haemulon aurolineatum,Haemulon aurolineatum,,1,0.000052
Astroscopus y-graecum,Astroscopus y-graecum,,1,0.000014
Rachycentron canadum,Rachycentron canadum,,1,0.000014
Acanthostracion quadricornis,Acanthostracion quadricornis,,1,0.000185
Sphoeroides nephelus,Sphoeroides nephelus,,1,0.000015
Caranx hippos,Caranx hippos,,1,0.000016
Prionotus scitulus,Prionotus scitulus,,1,0.000016
Aluterus schoepfii,Aluterus schoepfii,,1,0.000017
Gymnothorax moringa,Gymnothorax moringa,,1,0.000015
Stegastes fuscus,Stegastes fuscus,,1,0.000016
Cephalopholis cruentata,Cephalopholis cruentata,,1,0.000015
Microspathodon chrysurus,Microspathodon chrysurus,,1,0.000017
Mycteroperca microlepis,Mycteroperca microlepis,,1,0.000014
Stegastes leucostictus,Stegastes leucostictus,,1,0.000015
Caranx ruber,Caranx ruber,,1,0.000019
Abudefduf saxatilis,Abudefduf saxatilis,,1,0.000031
Scomberomorus regalis,Scomberomorus regalis,,1,0.000016
Stegastes variabilis,Stegastes variabilis,,1,0.000016
Trichodesmium thiebautii,Trichodesmium thiebautii,,1,0.000046
Anadyomene stellata,Anadyomene stellata,,1,0.000021
Stegastes planifrons,Stegastes planifrons,,1,0.000016
Caulerpa sertularioides,Caulerpa sertularioides,,1,0.000015
Chromis cyanea,Chromis cyanea,,1,0.000017
Abudefduf taurus,Abudefduf taurus,,1,0.000017
Heterosiphonia gibbesii,Heterosiphonia gibbesii,,1,0.000014
Sphoeroides testudineus,Sphoeroides testudineus,,1,0.000014
Chaetodipterus faber,Chaetodipterus faber,,1,0.000018
Mitrella lunata,Mitrella lunata,,1,0.000014
Archosargus rhomboidalis,Archosargus rhomboidalis,,1,0.000016
Perophora viridis,Perophora viridis,,1,0.000014
Eucinostomus gula,Eucinostomus gula,,1,0.000017
Epinephelus guttatus,Epinephelus guttatus,,1,0.000014
Epinephelus adscensionis,Epinephelus adscensionis,,1,0.000014
Ophioblennius atlanticus,Ophioblennius atlanticus,,1,0.000018
Parablennius marmoreus,Parablennius marmoreus,,1,0.000019
Hypsoblennius invemar,Hypsoblennius invemar,,1,0.000014
Stenorhynchus seticornis,Stenorhynchus seticornis,,1,0.000028
Caprella equilibra,Caprella equilibra,,1,0.000025
Mithraculus forceps,Mithraculus forceps,,1,0.000015
Dyspanopeus texanus,Dyspanopeus texanus,,1,0.000022
Sesarma reticulatum,Sesarma reticulatum,,1,0.000014
Balistes capriscus,Balistes capriscus,,1,0.000015
Amphibalanus eburneus,Amphibalanus eburneus,,1,0.000014
Megabalanus tintinnabulum,Megabalanus tintinnabulum,,1,0.000014
Balanus reticulatus,Balanus reticulatus,,1,0.000014
Balanus amphitrite,Balanus amphitrite,,1,0.000018
Pteria colymbus,Pteria colymbus,,1,0.000014
Isognomon bicolor,Isognomon bicolor,,1,0.000025
Paranthias furcifer,Paranthias furcifer,,1,0.000016
Lutjanus griseus,Lutjanus griseus,,1,0.000015
Metapenaeopsis goodei,Metapenaeopsis goodei,,1,0.000044
Sympagurus spinimanus,Sympagurus spinimanus,,1,0.000014
Stenopus hispidus,Stenopus hispidus,,1,0.000043
Scarus iseri,Scarus iseri,,1,0.000018
Opsanus beta,Opsanus beta,,1,0.000019
Panulirus argus,Panulirus argus,,1,0.000017
Syacium papillosum,Syacium papillosum,,1,0.000014
Sicyonia brevirostris,Sicyonia brevirostris,,1,0.000026
Scorpaena calcarata,Scorpaena calcarata,,1,0.000014
Scorpaena brasiliensis,Scorpaena brasiliensis,,1,0.000015
Scorpaena agassizii,Scorpaena agassizii,,1,0.000017
Mesopenaeus tropicalis,Mesopenaeus tropicalis,,1,0.000018
Diplectrum formosum,Diplectrum formosum,,1,0.000015
Farfantepenaeus duorarum,Farfantepenaeus duorarum,,1,0.000043
Rimapenaeus constrictus,Rimapenaeus constrictus,,1,0.000025
Sargocentron bullisi,Sargocentron bullisi,,1,0.000014
Kathetostoma albigutta,Kathetostoma albigutta,,1,0.000014
Prionotus rubio,Prionotus rubio,,1,0.000014
Rypticus maculatus,Rypticus maculatus,,1,0.000014
Tozeuma carolinense,Tozeuma carolinense,,1,0.000022
Floridichthys carpio,Floridichthys carpio,,1,0.000015
Atherinomorus stipes,Atherinomorus stipes,,1,0.000024
Lutjanus campechanus,Lutjanus campechanus,,1,0.000014
Albunea paretii,Albunea paretii,,1,0.000016
Callinectes danae,Callinectes danae,,1,0.000022
Triplofusus giganteus,Triplofusus giganteus,,1,0.000014
Aplysia fasciata,Aplysia fasciata,,1,0.000014
Gibbesia neglecta,Gibbesia neglecta,,1,0.000014
Sicyonia dorsalis,Sicyonia dorsalis,,1,0.00002
Acetes americanus,Acetes americanus,,1,0.000037
Squilla empusa,Squilla empusa,,1,0.000038
Ctenodrilus serratus,Ctenodrilus serratus,,1,0.000014
Trachurus lathami,Trachurus lathami,,1,0.000028
Petrochirus diogenes,Petrochirus diogenes,,1,0.000027
Syngnathus scovelli,Syngnathus scovelli,,1,0.000016
Syacium gunteri,Syacium gunteri,,1,0.000015
Meiosquilla schmitti,Meiosquilla schmitti,,1,0.000016
Gonodactylus bredini,Gonodactylus bredini,,1,0.00002
Eurysquilla plumata,Eurysquilla plumata,,1,0.000015
Scorpaena dispar,Scorpaena dispar,,1,0.000014
Parasquilla coccinea,Parasquilla coccinea,,1,0.000033
Ancylopsetta ommata,Ancylopsetta ommata,,1,0.000014
Centropristis ocyurus,Centropristis ocyurus,,1,0.000015
Seriola dumerili,Seriola dumerili,,1,0.000016
Pronotogrammus martinicensis,Pronotogrammus martinicensis,,1,0.000024
Hemanthias vivanus,Hemanthias vivanus,,1,0.000025
Opsanus pardus,Opsanus pardus,,1,0.000015
Malacanthus plumieri,Malacanthus plumieri,,1,0.000014
Bregmaceros cantori,Bregmaceros cantori,,1,0.000018
Pagrus pagrus,Pagrus pagrus,,1,0.000016
Pristipomoides aquilonaris,Pristipomoides aquilonaris,,1,0.000015
Bodianus pulchellus,Bodianus pulchellus,,1,0.000014
Rhomboplites aurorubens,Rhomboplites aurorubens,,1,0.000017
Lucifer faxoni,Lucifer faxoni,,1,0.000101
Pristigenys alta,Pristigenys alta,,1,0.000015
Centropristis striata,Centropristis striata,,1,0.000015
Halichoeres bivittatus,Halichoeres bivittatus,,1,0.00002
Podochela riisei,Podochela riisei,,1,0.000023
Acanthilia intermedia,Acanthilia intermedia,,1,0.000014
Astrapogon alutus,Astrapogon alutus,,1,0.000018
Diplogrammus pauciradiatus,Diplogrammus pauciradiatus,,1,0.000014
Entomacrodus marmoratus,Entomacrodus marmoratus,,1,0.000015
Haemulon plumierii,Haemulon plumierii,,1,0.000016
Petrolisthes galathinus,Petrolisthes galathinus,,1,0.000027
Decapterus punctatus,Decapterus punctatus,,1,0.000028
Microgobius carri,Microgobius carri,,1,0.000014
Paraclinus marmoratus,Paraclinus marmoratus,,1,0.000014
Ptereleotris calliura,Ptereleotris calliura,,1,0.000016
Makaira nigricans,Makaira nigricans,,1,0.000015
Thyrsites atun,Thyrsites atun,,1,0.000042
Stenoplax floridana,Stenoplax floridana,,1,0.000014
Portunus spinimanus,Portunus spinimanus,,1,0.000018
Calappa sulcata,Calappa sulcata,,1,0.000014
Argopecten gibbus,Argopecten gibbus,,1,0.000016
Portunus spinicarpus,Portunus spinicarpus,,1,0.000028
Callinectes ornatus,Callinectes ornatus,,1,0.000016
Xiphopenaeus kroyeri,Xiphopenaeus kroyeri,,1,0.000029
Parapenaeus politus,Parapenaeus politus,,1,0.000039
Serranus subligarius,Serranus subligarius,,1,0.000015
Amphiodia pulchella,Amphiodia pulchella,,1,0.000016
Ophiothrix angulata,Ophiothrix angulata,,1,0.000021
Stephanolepis hispidus,Stephanolepis hispidus,,1,0.000016
Palaemonetes vulgaris,Palaemonetes vulgaris,,1,0.000019
Grandidierella bonnieroides,Grandidierella bonnieroides,,1,0.00003
Angulus tampaensis,Angulus tampaensis,,1,0.000014
Anomalocardia auberiana,Anomalocardia auberiana,,1,0.000014
Amygdalum papyrium,Amygdalum papyrium,,1,0.000014
Hargeria rapax,Hargeria rapax,,1,0.000036
Negaprion brevirostris,Negaprion brevirostris,,1,0.000014
Carcharias taurus,Carcharias taurus,,1,0.000014
Echeneis naucrates,Echeneis naucrates,,1,0.000015
Sphyrna tiburo,Sphyrna tiburo,,1,0.000015
Anomalocardia cuneimeris,Anomalocardia cuneimeris,,1,0.000015
Argopecten irradians,Argopecten irradians,,1,0.000021
Acetabularia crenulata,Acetabularia crenulata,,1,0.000014
Palaemonetes intermedius,Palaemonetes intermedius,,1,0.000017
Lolliguncula brevis,Lolliguncula brevis,,1,0.000024
Clibanarius vittatus,Clibanarius vittatus,,1,0.000016
Symphurus plagiusa,Symphurus plagiusa,,1,0.000016
Ctenogobius boleosoma,Ctenogobius boleosoma,,1,0.000025
Rimapenaeus similis,Rimapenaeus similis,,1,0.000026
Stenotomus caprinus,Stenotomus caprinus,,1,0.000016
Sardinella aurita,Sardinella aurita,,1,0.000018
Pomacanthus paru,Pomacanthus paru,,1,0.000014
Lutjanus mahogoni,Lutjanus mahogoni,,1,0.000015
Limnoria lignorum,Limnoria lignorum,,1,0.000014
Caranx crysos,Caranx crysos,,1,0.000018
Polydactylus octonemus,Polydactylus octonemus,,1,0.000014
Selene vomer,Selene vomer,,1,0.000014
Oligoplites saurus,Oligoplites saurus,,1,0.000017
Natica pusilla,Natica pusilla,,1,0.000014
Coryphaena hippurus,Coryphaena hippurus,,1,0.000026
Sphyraena borealis,Sphyraena borealis,,1,0.000014
Scomber japonicus,Scomber japonicus,,1,0.000043
Saurida brasiliensis,Saurida brasiliensis,,1,0.000014
Sarda sarda,Sarda sarda,,1,0.000016
Lutjanus synagris,Lutjanus synagris,,1,0.000014
Alosa chrysochloris,Alosa chrysochloris,,1,0.000015
Diplectrum bivittatum,Diplectrum bivittatum,,1,0.000014
Harengula jaguana,Harengula jaguana,,1,0.000016
Xyrichtys novacula,Xyrichtys novacula,,1,0.000015
Euthynnus alletteratus,Euthynnus alletteratus,,1,0.000019
Hemiramphus brasiliensis,Hemiramphus brasiliensis,,1,0.000017
Ocyurus chrysurus,Ocyurus chrysurus,,1,0.000016
Hippolyte zostericola,Hippolyte zostericola,,1,0.00003
Stephanostomum ditrematis,Stephanostomum ditrematis,,1,0.000014
Batea catharinensis,Batea catharinensis,,1,0.000018
Synchelidium americanum,Synchelidium americanum,,1,0.000019
Elasmopus levis,Elasmopus levis,,1,0.000015
Cymadusa compta,Cymadusa compta,,1,0.000015
Alpheus normanni,Alpheus normanni,,1,0.00005
Thor dobkini,Thor dobkini,,1,0.000017
Ambidexter symmetricus,Ambidexter symmetricus,,1,0.000017
Periclimenes longicaudatus,Periclimenes longicaudatus,,1,0.000027
Lysianopsis alba,Lysianopsis alba,,1,0.000015
Ampelisca verrilli,Ampelisca verrilli,,1,0.000015
Latreutes fucorum,Latreutes fucorum,,1,0.000015
Ogyrides alphaerostris,Ogyrides alphaerostris,,1,0.000019
Rhithropanopeus harrisii,Rhithropanopeus harrisii,,1,0.000085
Epialtus dilatatus,Epialtus dilatatus,,1,0.000016
Pitho anisodon,Pitho anisodon,,1,0.000015
Libinia dubia,Libinia dubia,,1,0.000021
Grandidierella bonnieri,Grandidierella bonnieri,,1,0.000014
Paracaprella tenuis,Paracaprella tenuis,,1,0.000018
Periclimenes americanus,Periclimenes americanus,,1,0.000026
Americamysis bahia,Americamysis bahia,,1,0.000014
Taphromysis bowmani,Taphromysis bowmani,,1,0.000026
Americamysis bigelowi,Americamysis bigelowi,,1,0.000028
Ampelisca vadorum,Ampelisca vadorum,,1,0.000016
Gammarus mucronatus,Gammarus mucronatus,,1,0.000045
Alpheus floridanus,Alpheus floridanus,,1,0.000026
Processa hemphilli,Processa hemphilli,,1,0.000016
Sigambra tentaculata,Sigambra tentaculata,,1,0.000018
Mediomastus californiensis,Mediomastus californiensis,,1,0.000027
Glycinde solitaria,Glycinde solitaria,,1,0.000015
Armandia agilis,Armandia agilis,,1,0.000015
Glycera americana,Glycera americana,,1,0.000019
Anchoa hepsetus,Anchoa hepsetus,,1,0.000059
Bregmaceros atlanticus,Bregmaceros atlanticus,,1,0.000023
Brevoortia gunteri,Brevoortia gunteri,,1,0.000014
Limulus polyphemus,Limulus polyphemus,,1,0.000028
Leptochelia rapax,Leptochelia rapax,,1,0.000015
Upeneus parvus,Upeneus parvus,,1,0.000014
Holochilus sciureus,Holochilus sciureus,,1,0.000014
Procambarus alleni,Procambarus alleni,,1,0.000015
Lophogobius cyprinoides,Lophogobius cyprinoides,,1,0.000017
Epinephelus itajara,Epinephelus itajara,,1,0.000014
Eugerres plumieri,Eugerres plumieri,,1,0.000014
Carcharhinus leucas,Carcharhinus leucas,,1,0.000014
Bathygobius soporator,Bathygobius soporator,,1,0.000014
Achirus lineatus,Achirus lineatus,,1,0.000014
Arbacia punctulata,Arbacia punctulata,,1,0.000016
Meoma ventricosa,Meoma ventricosa,,1,0.000023
Carpilius corallinus,Carpilius corallinus,,1,0.000018
Holothuria thomasi,Holothuria thomasi,,1,0.000014
Diacria trispinosa,Diacria trispinosa,,1,0.000024
Arca zebra,Arca zebra,,1,0.000026
Scyllarides aequinoctialis,Scyllarides aequinoctialis,,1,0.000015
Barnea candida,Barnea candida,,1,0.000014
Diodon holocanthus,Diodon holocanthus,,1,0.000016
Scorpaenodes caribbaeus,Scorpaenodes caribbaeus,,1,0.000015
Mullus auratus,Mullus auratus,,1,0.000015
Bathyanthias mexicanus,Bathyanthias mexicanus,,1,0.000014
Ophionereis reticulata,Ophionereis reticulata,,1,0.000016
Haemulon melanurum,Haemulon melanurum,,1,0.000014
Garthiope spinipes,Garthiope spinipes,,1,0.000015
Lepophidium brevibarbe,Lepophidium brevibarbe,,1,0.000016
Urophycis cirrata,Urophycis cirrata,,1,0.000016
Etrumeus teres,Etrumeus teres,,1,0.000102
Dardanus venosus,Dardanus venosus,,1,0.000015
Aphroditella hastata,Aphroditella hastata,,1,0.000015
Larus fuscus,Larus fuscus,,1,0.00002
Synodus intermedius,Synodus intermedius,,1,0.000017
Lachnolaimus maximus,Lachnolaimus maximus,,1,0.000015
Lutjanus jocu,Lutjanus jocu,,1,0.000014
Alectis ciliaris,Alectis ciliaris,,1,0.000016
Lestrigonus bengalensis,Lestrigonus bengalensis,,1,0.000059
Creseis acicula,Creseis acicula,,1,0.00002
Chromis multilineata,Chromis multilineata,,1,0.000021
Ophichthus gomesii,Ophichthus gomesii,,1,0.000014
Macrocallista maculata,Macrocallista maculata,,1,0.000014
Lysiosquilla campechiensis,Lysiosquilla campechiensis,,1,0.000014
Hoplunnis macrura,Hoplunnis macrura,,1,0.00002
Calamus arctifrons,Calamus arctifrons,,1,0.000014
Trachinocephalus myops,Trachinocephalus myops,,1,0.000015
Lysiosquilla scabricauda,Lysiosquilla scabricauda,,1,0.000014
Neomerinthe hemingwayi,Neomerinthe hemingwayi,,1,0.000014
Opistognathus lonchurus,Opistognathus lonchurus,,1,0.000014
Echiophis intertinctus,Echiophis intertinctus,,1,0.000014
Monacanthus ciliatus,Monacanthus ciliatus,,1,0.000021
Priacanthus arenatus,Priacanthus arenatus,,1,0.000015
Sinum perspectivum,Sinum perspectivum,,1,0.000017
Chaetodon sedentarius,Chaetodon sedentarius,,1,0.000015
Cynoscion nothus,Cynoscion nothus,,1,0.000015
Pseudupeneus maculatus,Pseudupeneus maculatus,,1,0.000031
Octopus vulgaris,Octopus vulgaris,,1,0.000029
Pegea confoederata,Pegea confoederata,,1,0.000014
Serraniculus pumilio,Serraniculus pumilio,,1,0.000015
Ctenogobius smaragdus,Ctenogobius smaragdus,,1,0.000014
Heteranomia squamula,Heteranomia squamula,,1,0.000014
Scolelepis squamata,Scolelepis squamata,,1,0.000018
Oliva sayana,Oliva sayana,,1,0.000014
Peprilus alepidotus,Peprilus alepidotus,,1,0.000016
Scorpaena russula,Scorpaena russula,,1,0.000014
Balanus eburneus,Balanus eburneus,,1,0.000014
Macrobrachium ohione,Macrobrachium ohione,,1,0.000018
Alosa pseudoharengus,Alosa pseudoharengus,,1,0.000057
Crepidula plana,Crepidula plana,,1,0.000016
Pseudodiaptomus coronatus,Pseudodiaptomus coronatus,,1,0.000033
Cassidinidea lunifrons,Cassidinidea lunifrons,,1,0.000015
Eurypanopeus depressus,Eurypanopeus depressus,,1,0.000017
Eurytemora hirundoides,Eurytemora hirundoides,,1,0.000023
Labidocera aestiva,Labidocera aestiva,,1,0.000048
Americamysis almyra,Americamysis almyra,,1,0.000026
Coullana canadensis,Coullana canadensis,,1,0.000015
Bowmaniella brasiliensis,Bowmaniella brasiliensis,,1,0.000016
Arenicola cristata,Arenicola cristata,,1,0.000014
Taphromysis louisianae,Taphromysis louisianae,,1,0.000022
Edotia triloba,Edotia triloba,,1,0.000017
Acutodesmus acuminatus,Acutodesmus acuminatus,,1,0.000016
Thalassionema frauenfeldii,Thalassionema frauenfeldii,,1,0.000014
Thalassionema nitzschioides,Thalassionema nitzschioides,,1,0.000367
Thalassiosira rotula,Thalassiosira rotula,,1,0.000016
Tabellaria fenestrata,Tabellaria fenestrata,,1,0.000103
Tabularia fasciculata,Tabularia fasciculata,,1,0.000037
Gyrosigma acuminatum,Gyrosigma acuminatum,,1,0.000017
Fragilaria crotonensis,Fragilaria crotonensis,,1,0.000021
Staurosira construens,Staurosira construens,,1,0.000029
Fragilaria brevistriata,Fragilaria brevistriata,,1,0.000016
Martyana martyi,Martyana martyi,,1,0.000014
Nitzschia longissima,Nitzschia longissima,,1,0.000029
Tryblionella compressa,Tryblionella compressa,,1,0.000016
Nitzschia closterium,Nitzschia closterium,,1,0.000492
Tryblionella apiculata,Tryblionella apiculata,,1,0.000016
Navicula rhynchocephala,Navicula rhynchocephala,,1,0.000021
Navicula radiosa,Navicula radiosa,,1,0.000032
Fallacia pygmaea,Fallacia pygmaea,,1,0.000016
Geissleria thingvallae,Geissleria thingvallae,,1,0.000014
Craticula halophila,Craticula halophila,,1,0.000028
Craticula accomoda,Craticula accomoda,,1,0.000014
Palmeria hardmaniana,Palmeria hardmaniana,,1,0.000014
Cymbella,Cymbella,,1,0.000014
Coscinodiscus radiatus,Coscinodiscus radiatus,,1,0.000034
Coscinodiscus granii,Coscinodiscus granii,,1,0.000029
Planothidium hauckianum,Planothidium hauckianum,,1,0.000016
Achnanthes lemmermannii,Achnanthes lemmermannii,,1,0.000028
Amphipleura pellucida,Amphipleura pellucida,,1,0.000014
Asterionella japonica,Asterionella japonica,,1,0.000367
Bacillaria paxillifer,Bacillaria paxillifer,,1,0.000019
Chaetoceros compressus,Chaetoceros compressus,,1,0.000014
Climacosphenia moniligera,Climacosphenia moniligera,,1,0.000053
Cocconeis pediculus,Cocconeis pediculus,,1,0.000034
Cocconeis placentula,Cocconeis placentula,,1,0.00013
Westella botryoides,Westella botryoides,,1,0.000015
Scenedesmus quadricauda,Scenedesmus quadricauda,,1,0.000032
Guinardia flaccida,Guinardia flaccida,,1,0.000019
Karayevia clevei,Karayevia clevei,,1,0.000025
Pseudo-nitzschia pungens,Pseudo-nitzschia pungens,,1,0.000015
Cerapus tubularis,Cerapus tubularis,,1,0.000016
Haploscoloplos foliosus,Haploscoloplos foliosus,,1,0.000014
Cyrtopleura costata,Cyrtopleura costata,,1,0.000014
Sphyrna mokarran,Sphyrna mokarran,,1,0.000014
Squatina dumeril,Squatina dumeril,,1,0.000017
Sphyrna lewini,Sphyrna lewini,,1,0.000014
Galeocerdo cuvier,Galeocerdo cuvier,,1,0.000014
Iguana iguana,Iguana iguana,,0,0.000047
Lagocephalus laevigatus,Lagocephalus laevigatus,,1,0.000014
Carcharhinus plumbeus,Carcharhinus plumbeus,,1,0.000014
Carcharhinus falciformis,Carcharhinus falciformis,,1,0.000014
Brotula barbata,Brotula barbata,,1,0.000015
Gymnura micrura,Gymnura micrura,,1,0.000014
Carcharhinus signatus,Carcharhinus signatus,,1,0.000014
Ginglymostoma cirratum,Ginglymostoma cirratum,,1,0.000014
Nucleolaria nucleus,Nucleolaria nucleus,,1,0.000014
Spartina patens,Spartina patens,,1,0.000015
Portunus sayi,Portunus sayi,,1,0.000014
Parapenaeus longirostris,Parapenaeus longirostris,,1,0.000033
Lysiosquillina glabriuscula,Lysiosquillina glabriuscula,,1,0.000014
Menticirrhus saxatilis,Menticirrhus saxatilis,,1,0.000015
Seriola rivoliana,Seriola rivoliana,,1,0.000014
Synodus synodus,Synodus synodus,,1,0.000015
Euleptorhamphus velox,Euleptorhamphus velox,,1,0.000014
Thunnus albacares,Thunnus albacares,,1,0.000019
Cerataspis monstrosa,Cerataspis monstrosa,,1,0.000014
Argonauta argo,Argonauta argo,,1,0.000018
Phtheirichthys lineatus,Phtheirichthys lineatus,,1,0.000014
Remora remora,Remora remora,,1,0.000014
Dactylopterus volitans,Dactylopterus volitans,,1,0.000018
Antennarius multiocellatus,Antennarius multiocellatus,,1,0.000014
Coryphopterus glaucofraenum,Coryphopterus glaucofraenum,,1,0.000019
Scarus taeniopterus,Scarus taeniopterus,,1,0.000018
Jenkinsia lamprotaenia,Jenkinsia lamprotaenia,,1,0.000039
Lutjanus apodus,Lutjanus apodus,,1,0.000014
Palola paloloides,Palola paloloides,,1,0.000014
Haemulon sciurus,Haemulon sciurus,,1,0.000016
Sphoeroides spengleri,Sphoeroides spengleri,,1,0.000015
Harengula humeralis,Harengula humeralis,,1,0.000021
Malacoctenus macropus,Malacoctenus macropus,,1,0.000014
Achelous sebae,Achelous sebae,,1,0.000014
Lutjanus analis,Lutjanus analis,,1,0.000014
Apogon maculatus,Apogon maculatus,,1,0.000015
Trachinotus paitensis,Trachinotus paitensis,,1,0.000014
Trachinotus blochii,Trachinotus blochii,,1,0.000014
Onychoprion fuscatus,Onychoprion fuscatus,,1,0.000014
Tylosurus crocodilus,Tylosurus crocodilus,,1,0.000018
Cyathura polita,Cyathura polita,,1,0.000034
Gobiosoma bosc,Gobiosoma bosc,,1,0.000052
Nasiaeschna pentacantha,Nasiaeschna pentacantha,,1,0.000015
Laeonereis culveri,Laeonereis culveri,,1,0.000049
Melita nitida,Melita nitida,,1,0.000016
Adoxomyia dahlii,Adoxomyia dahlii,,1,0.000014
Lepidophthalmus jamaicense,Lepidophthalmus jamaicense,,1,0.000015
Probythinella protera,Probythinella protera,,1,0.000016
Edotia montosa,Edotia montosa,,1,0.000018
Hyalella azteca,Hyalella azteca,,1,0.000042
Ictalurus furcatus,Ictalurus furcatus,,1,0.000014
Texadina sphinctostoma,Texadina sphinctostoma,,1,0.000016
Mulinia pontchartrainensis,Mulinia pontchartrainensis,,1,0.000021
Gobiesox strumosus,Gobiesox strumosus,,1,0.000014
Ctenogobius shufeldti,Ctenogobius shufeldti,,1,0.000014
Prionotus tribulus,Prionotus tribulus,,1,0.000032
Cantharus cancellarius,Cantharus cancellarius,,1,0.000016
Temora turbinata,Temora turbinata,,1,0.000033
